37,1,1,1,4,1,77,1,1,2,2,1,3,1,5993,1,1,18,3,3,80,1,7,2,4,7,5,0,7,0
54,2,1,1,4,1,1245,4,2,3,3,1,3,1,10502,7,1,17,3,1,80,1,33,2,1,5,4,1,4,0
34,2,1,7,3,1,147,1,1,1,2,2,3,2,6074,1,2,24,4,4,80,0,9,3,3,9,7,0,6,1
39,1,1,1,1,1,1026,4,2,2,4,1,4,3,12742,1,1,16,3,3,80,1,21,3,3,21,6,11,8,0
28,2,1,1,3,2,1111,1,1,2,1,2,2,1,2596,1,1,15,3,1,80,2,1,2,3,1,0,0,0,1
24,1,2,4,1,2,1445,4,2,3,2,3,3,3,4162,1,2,12,3,3,80,2,5,3,3,5,4,0,3,0
29,1,1,9,5,3,455,2,1,2,1,2,4,2,3983,0,1,17,3,3,80,0,4,2,3,3,2,2,2,0
36,1,2,2,2,2,513,2,1,2,3,3,3,3,7596,1,1,13,3,2,80,2,10,2,3,10,9,9,0,0
33,1,1,4,4,2,305,3,2,2,1,4,2,3,2622,6,1,21,4,4,80,0,7,3,3,3,2,1,1,0
34,1,1,2,4,4,1383,3,2,3,2,5,4,2,6687,1,1,11,3,4,80,0,14,2,4,14,11,4,11,0
24,1,3,22,1,3,1714,4,1,1,1,3,3,3,1555,1,1,11,3,3,80,1,1,2,3,1,0,0,0,1
35,1,1,10,4,2,1587,1,2,3,2,5,3,2,6142,3,2,16,3,3,80,0,10,4,3,5,2,0,4,0
30,1,1,3,3,4,297,4,2,3,1,4,1,2,2657,5,2,11,3,3,80,0,8,5,3,5,2,0,4,1
54,1,1,8,4,1,578,3,2,3,2,2,3,2,3780,7,1,11,3,3,80,0,19,3,3,1,0,0,0,0
34,1,1,1,3,1,1447,4,2,2,1,2,2,3,3294,5,1,17,3,1,80,1,7,2,2,5,4,0,2,0
47,1,2,2,4,1,925,4,2,2,1,6,4,2,3294,1,2,18,3,1,80,0,3,3,2,3,2,1,2,0
36,3,2,15,4,5,2036,4,1,1,2,3,4,1,5406,1,1,24,4,1,80,1,15,4,2,15,12,11,11,0
35,1,1,1,4,2,1172,4,1,2,1,2,3,3,2258,6,1,12,3,2,80,1,10,2,3,8,0,1,7,0
29,1,2,19,3,1,1497,3,1,2,2,3,3,1,8620,1,1,14,3,3,80,2,10,3,3,10,7,0,4,0
56,1,1,14,4,1,161,2,2,3,1,4,2,3,4963,9,2,18,3,1,80,3,7,2,3,5,4,4,3,1
45,1,1,10,2,1,544,1,1,3,1,4,4,3,2654,3,1,21,4,4,80,2,8,3,2,2,2,0,2,0
46,1,1,1,4,2,288,4,1,3,3,5,1,1,9396,7,1,16,3,3,80,1,17,3,3,4,2,0,3,0
39,1,1,10,1,2,1800,3,1,3,3,7,3,2,13464,7,1,21,4,3,80,0,9,3,3,4,3,2,2,0
52,1,2,3,4,5,776,3,1,2,4,8,1,3,16856,1,1,11,3,1,80,0,34,3,4,34,6,1,16,0
32,3,1,1,3,1,951,3,2,2,1,2,2,3,2332,6,1,20,4,3,80,0,5,3,3,3,0,0,2,0
46,2,1,18,1,2,624,1,2,3,3,5,3,3,10527,5,1,11,3,4,80,0,28,3,2,2,2,1,2,0
28,1,1,17,2,2,536,3,1,3,2,2,1,1,4558,1,1,12,3,4,80,1,10,2,3,10,0,1,8,0
29,1,1,23,2,1,824,3,1,4,1,4,3,3,2700,1,1,24,4,3,80,1,10,3,3,10,7,0,7,0
39,1,2,24,1,5,2056,2,2,2,4,3,4,3,12031,0,1,11,3,1,80,1,21,2,2,20,9,9,6,0
33,1,1,9,3,2,1238,1,1,3,1,4,4,3,2781,0,1,13,3,2,80,1,15,5,3,14,10,4,10,0
38,1,2,3,3,1,307,1,1,3,3,3,3,1,10609,0,1,12,3,3,80,2,17,6,2,16,10,5,13,0
27,2,1,5,2,1,1850,4,2,3,1,2,4,2,2379,0,2,14,3,3,80,0,6,3,2,5,4,0,2,0
19,2,2,1,1,4,235,3,2,1,1,6,1,2,2325,0,1,21,4,1,80,0,1,5,4,0,0,0,0,1
54,1,1,17,3,4,1013,3,2,3,3,1,3,3,10739,8,1,11,3,3,80,1,22,2,3,10,7,0,8,0
53,1,1,23,4,1,901,4,2,3,4,7,4,2,14275,6,1,18,3,3,80,0,33,0,3,12,9,3,8,0
33,3,2,8,1,1,1044,2,2,2,1,6,4,2,2342,0,1,19,3,4,80,0,3,2,2,2,2,2,2,0
29,1,2,2,3,2,366,1,1,2,2,3,2,3,6644,2,1,19,3,2,80,2,10,2,3,0,0,0,0,0
33,2,1,3,3,1,702,1,1,3,1,4,1,2,3348,1,2,11,3,1,80,0,10,3,3,10,8,9,7,1
42,1,1,29,3,1,836,2,1,3,2,1,2,3,4434,1,1,13,3,4,80,1,10,3,2,9,8,7,8,0
34,2,1,10,4,4,1597,4,1,2,2,5,3,3,5063,1,1,14,3,2,80,1,8,3,2,8,2,7,7,0
42,1,2,5,2,5,1029,4,1,3,5,8,3,3,18303,6,1,13,3,2,80,0,21,3,4,1,0,0,0,0
26,1,2,1,3,1,476,3,1,3,2,3,3,3,5296,1,1,17,3,2,80,1,8,3,3,8,7,7,7,0
55,1,1,1,4,2,1424,2,1,4,4,7,4,1,14732,2,1,13,3,4,80,2,31,4,4,7,7,0,0,0
50,2,2,1,4,1,2044,2,1,3,2,3,3,1,6728,7,1,12,3,4,80,2,12,3,3,6,3,0,1,1
37,1,1,7,4,2,1885,4,1,3,2,4,1,3,4284,5,2,22,4,3,80,1,16,2,3,5,3,0,4,0
45,3,2,26,3,5,1612,1,1,2,2,3,1,3,4385,1,1,15,3,1,80,1,10,2,3,10,7,4,5,0
43,2,2,15,3,1,754,4,1,2,2,3,4,3,6804,3,1,18,3,3,80,1,7,5,3,2,2,2,2,0
39,1,2,5,3,4,42,4,1,3,2,6,4,3,2086,3,1,14,3,3,80,1,19,6,4,1,0,0,0,1
38,1,2,2,2,5,1125,4,1,3,3,3,2,2,7351,7,1,16,3,3,80,0,10,2,3,1,0,0,0,0
31,1,1,1,4,2,95,3,1,3,1,4,2,2,2501,1,1,17,3,2,80,0,1,4,3,1,1,1,0,0
51,1,1,1,3,1,353,3,1,3,1,4,4,3,2723,1,1,11,3,2,80,0,1,0,2,1,0,0,0,0
36,1,1,1,3,4,1237,3,2,1,3,1,1,1,10252,2,2,21,4,3,80,1,17,2,3,7,7,7,7,0
39,1,1,6,1,2,2062,4,1,2,3,5,1,3,9991,4,1,15,3,1,80,1,9,5,3,7,7,1,7,0
32,2,1,24,4,1,772,1,1,3,2,2,4,3,5309,1,1,15,3,4,80,2,10,2,3,10,8,4,7,0
27,1,1,8,3,2,1647,2,2,4,1,4,3,3,3517,7,1,17,3,1,80,0,5,0,3,3,2,0,2,0
39,3,1,9,3,1,2022,4,1,3,5,8,4,2,19431,2,1,13,3,3,80,0,21,3,2,6,0,1,3,0
34,1,1,7,4,2,1577,1,1,3,1,4,4,2,2972,1,1,13,3,3,80,0,1,4,1,1,0,0,0,0
34,1,1,27,2,2,247,4,2,3,1,4,2,2,2311,2,1,15,3,4,80,0,9,3,3,3,2,1,2,0
43,1,2,16,3,5,327,4,2,3,4,8,4,3,16064,5,2,22,4,3,80,1,22,3,3,17,13,1,9,0
31,1,1,2,4,1,1721,2,1,3,1,2,3,3,3477,1,1,14,3,4,80,1,6,2,4,5,2,0,3,0
31,1,2,6,4,1,163,2,1,1,2,3,3,3,6172,4,2,18,3,2,80,0,12,3,2,7,7,7,7,1
38,1,1,1,4,1,724,2,2,4,2,5,4,2,7625,0,1,13,3,3,80,0,10,4,2,9,7,1,8,0
36,3,2,1,5,2,479,4,2,3,2,3,4,2,6653,4,1,15,3,2,80,0,7,6,3,1,0,0,0,0
42,1,1,24,3,2,605,4,1,3,3,1,1,3,7406,1,2,21,4,4,80,1,10,5,2,10,9,5,8,0
43,2,2,26,2,1,158,3,1,3,4,8,4,3,16959,1,2,12,3,4,80,2,25,3,4,25,12,4,12,0
36,2,2,3,4,2,481,1,1,2,3,3,4,3,9699,4,1,11,3,1,80,1,16,2,3,13,9,1,12,0
51,1,1,4,4,1,1081,1,1,3,1,4,3,3,2461,9,2,12,3,3,80,3,18,2,4,10,0,2,7,1
51,2,2,2,3,5,1391,2,1,3,3,3,2,3,10596,2,1,11,3,2,80,0,14,5,3,4,2,3,2,0
33,2,1,6,3,1,692,3,1,3,2,5,4,1,7725,3,1,23,4,3,80,1,15,2,1,13,11,4,7,0
25,1,3,2,3,3,1987,3,2,3,1,3,2,3,2187,4,1,14,3,3,80,0,6,3,3,2,0,1,2,0
33,2,2,10,3,5,446,2,1,2,2,3,4,2,4682,3,1,14,3,3,80,0,9,6,2,7,7,0,1,0
42,1,1,13,3,2,1803,2,1,4,2,5,1,3,5538,5,1,18,3,3,80,2,10,2,2,0,0,0,0,0
20,1,2,2,3,2,1657,3,2,3,1,6,3,2,2783,1,1,19,3,1,80,0,2,3,3,2,2,2,2,0
42,1,3,2,1,4,470,3,1,3,1,3,3,1,2696,0,2,11,3,3,80,1,4,5,3,3,2,1,0,0
41,1,2,3,3,1,2037,3,1,2,2,3,2,1,8938,2,1,11,3,3,80,1,14,5,3,5,4,0,4,0
27,1,1,5,1,4,844,3,1,2,3,7,4,1,12808,1,2,16,3,2,80,1,9,3,3,9,8,0,8,0
30,1,1,1,1,1,104,4,1,2,2,2,4,3,5126,1,2,12,3,3,80,2,10,1,2,10,8,3,0,0
30,2,1,5,4,1,861,2,1,2,1,4,4,1,3761,9,1,12,3,2,80,1,10,3,2,5,4,0,3,0
37,1,1,2,2,3,4,4,1,2,1,2,3,2,2090,6,2,15,3,2,80,0,7,3,3,0,0,0,0,1
24,1,1,21,2,4,1551,3,1,2,1,2,1,1,2296,0,1,14,3,2,80,3,2,3,3,1,1,0,0,0
38,1,1,29,3,4,273,4,1,3,2,1,4,3,6261,3,1,18,3,1,80,1,9,3,1,7,7,1,7,0
56,1,3,8,4,1,1338,4,1,3,5,8,2,2,19717,6,1,14,3,1,80,0,36,4,3,7,3,7,7,0
32,1,1,4,3,1,830,3,2,2,2,1,3,3,6162,1,1,12,3,3,80,1,14,3,3,14,13,6,8,0
30,1,2,2,1,4,508,3,1,3,1,6,2,3,2476,1,1,18,3,1,80,1,1,3,3,1,0,0,0,0
38,1,1,9,2,1,245,3,2,3,1,2,4,2,2288,1,1,12,3,3,80,0,2,3,3,2,2,2,1,0
25,1,2,18,1,1,1399,1,1,4,2,3,3,3,6232,2,1,11,3,2,80,0,6,3,2,3,2,1,2,0
39,3,1,1,3,1,1737,4,1,3,2,2,4,3,6472,1,2,15,3,4,80,1,9,2,3,9,8,5,8,0
59,1,2,25,3,1,81,1,2,3,3,3,1,2,7637,7,1,11,3,4,80,0,28,3,2,21,16,7,9,0
30,1,2,8,2,3,982,3,1,3,3,3,3,1,7264,5,1,11,3,1,80,1,10,2,4,8,4,7,7,0
56,2,2,6,3,1,532,3,2,4,4,3,1,3,13212,9,1,11,3,4,80,3,36,0,2,7,7,7,7,0
28,1,2,5,4,2,916,1,1,3,2,3,4,2,4908,1,1,14,3,2,80,0,4,3,3,4,2,0,2,0
38,2,1,6,4,1,1997,1,1,2,2,1,3,3,5321,2,1,11,3,4,80,1,10,1,3,8,3,7,7,0
28,1,2,9,4,1,498,2,1,3,2,3,4,2,5253,1,1,16,3,4,80,0,7,1,3,7,5,0,7,0
19,1,1,2,3,1,243,2,1,2,1,2,4,2,1102,1,1,22,4,3,80,0,1,3,2,1,0,1,0,1
34,1,1,7,4,1,28,1,2,3,3,7,2,2,11994,0,1,11,3,3,80,0,13,4,3,12,6,2,11,0
51,1,1,7,4,2,211,2,1,2,2,1,3,3,6132,2,1,17,3,3,80,0,10,2,3,1,0,0,0,0
32,2,1,10,3,1,1720,1,1,3,1,4,3,3,3433,6,1,13,3,1,80,1,10,3,2,5,2,1,3,0
35,1,1,1,4,1,2052,3,2,1,1,4,4,3,2977,1,1,12,3,4,80,1,4,5,3,4,3,1,1,0
59,3,3,2,4,3,140,3,2,2,5,8,4,3,18844,9,1,21,4,4,80,1,30,3,3,3,2,2,2,0
30,1,1,10,3,2,1816,1,2,3,3,1,3,2,9667,9,1,14,3,2,80,0,9,3,3,7,7,0,2,0
29,1,1,4,3,4,1762,4,2,2,1,4,1,1,2109,1,1,13,3,3,80,1,1,2,3,1,0,0,0,0
52,1,1,4,2,1,546,4,2,3,4,8,4,3,16555,2,1,13,3,4,80,0,31,2,1,5,2,1,4,0
36,2,1,3,2,2,238,4,1,3,1,2,2,2,2088,4,1,12,3,3,80,0,13,3,2,8,7,7,2,0
29,1,1,13,2,3,2053,4,1,2,2,2,2,3,4025,4,2,13,3,1,80,1,10,2,3,4,3,0,3,0
35,1,1,18,5,1,1621,2,1,4,2,4,1,3,5208,1,1,11,3,4,80,0,16,2,3,16,15,1,10,0
25,2,2,24,1,1,1273,3,1,1,1,6,4,2,1118,1,2,14,3,4,80,0,1,4,3,1,0,1,0,1
54,1,1,19,4,2,799,4,2,3,2,1,1,1,5485,9,2,11,3,2,80,2,9,4,3,5,3,1,4,0
32,1,2,7,3,1,420,4,1,2,2,3,3,3,5484,1,1,14,3,3,80,1,13,3,2,13,8,4,8,0
52,3,2,2,4,1,329,1,1,2,5,8,3,2,19068,1,2,18,3,4,80,0,33,2,4,33,7,15,12,0
31,1,1,9,1,1,581,3,1,3,3,1,2,1,10648,1,1,25,4,4,80,1,13,6,4,13,8,0,8,0
19,3,1,10,3,2,1248,1,2,2,1,4,2,2,1859,1,2,25,4,2,80,0,1,2,4,1,1,0,0,1
35,1,2,8,4,1,805,1,2,3,1,6,4,3,2572,1,1,16,3,2,80,1,3,1,2,3,2,0,2,0
27,2,1,15,3,1,1870,4,2,2,1,4,1,3,4774,0,1,19,3,4,80,1,8,2,2,7,6,7,3,0
26,1,1,24,3,4,622,3,1,1,1,2,4,2,2340,1,2,18,3,2,80,0,1,3,1,1,0,0,0,1
28,1,1,15,2,1,1102,1,1,3,1,2,3,1,2207,1,1,16,3,4,80,1,4,5,2,4,2,2,2,0
56,1,1,24,2,1,1907,1,1,3,1,2,4,2,2587,1,1,16,3,4,80,0,5,3,3,4,2,1,0,1
47,3,1,14,4,4,1934,3,1,3,2,4,2,3,5467,8,1,18,3,3,80,1,16,4,4,8,7,1,7,0
40,1,2,25,4,5,1318,4,1,2,3,3,2,2,9094,2,2,12,3,3,80,0,9,2,3,5,4,1,0,1
31,1,1,4,3,2,1916,1,2,4,1,2,3,1,3978,8,1,12,3,2,80,1,4,0,2,2,2,2,2,0
23,1,1,6,3,1,811,3,1,4,1,2,1,3,1601,1,2,21,4,3,80,2,1,2,3,0,0,0,0,1
33,1,3,2,3,3,1207,2,1,3,1,3,3,3,3600,1,1,13,3,4,80,1,5,2,3,5,4,1,4,0
27,1,2,2,2,2,1898,1,2,4,2,3,3,2,6500,0,1,14,3,2,80,0,9,5,2,8,7,0,7,0
43,1,2,2,3,2,1706,4,1,3,2,3,4,3,7847,1,2,17,3,1,80,1,10,3,3,10,9,8,8,0
35,1,2,28,4,1,1554,2,2,2,1,6,3,3,2430,0,1,23,4,1,80,2,6,5,3,5,3,4,2,0
40,2,2,5,4,1,729,4,1,2,3,3,1,3,10475,5,2,21,4,3,80,1,20,2,3,18,13,1,12,0
36,3,1,18,4,1,1133,1,1,3,2,1,4,2,7779,2,1,20,4,1,80,0,18,0,3,11,9,0,9,0
30,2,1,1,2,2,57,3,2,3,2,2,4,2,4011,1,1,23,4,4,80,0,12,2,3,12,8,3,7,0
55,1,1,2,4,4,1873,2,1,2,1,4,4,3,2662,8,1,20,4,2,80,1,19,2,4,5,2,0,4,0
35,1,2,1,5,5,204,3,1,3,3,3,2,3,7295,1,1,13,3,1,80,2,10,3,3,10,8,0,6,0
29,1,1,8,1,2,1150,2,1,2,2,1,4,3,5056,1,2,15,3,3,80,1,10,2,2,10,7,1,2,0
39,3,1,2,3,1,1458,1,2,2,1,2,1,2,3646,2,2,23,4,2,80,0,11,2,4,1,0,0,0,1
18,1,2,10,3,2,411,4,2,2,1,6,3,2,1200,1,1,12,3,1,80,0,0,2,3,0,0,0,0,0
30,1,1,9,2,2,41,4,1,2,1,2,3,2,2206,1,1,13,3,1,80,0,10,5,3,10,0,1,8,0
43,1,1,12,3,1,520,1,1,2,4,7,2,1,14336,1,1,11,3,3,80,1,25,3,3,25,10,3,9,0
40,1,1,1,4,1,1892,1,1,3,4,8,1,1,16823,2,1,11,3,1,80,1,22,3,3,19,7,11,16,0
35,2,1,18,4,1,2049,3,1,3,2,5,3,3,5689,1,2,14,3,4,80,2,10,2,4,10,2,0,2,0
35,1,2,10,3,2,1639,4,1,2,3,3,1,3,10306,9,1,17,3,3,80,0,15,3,3,13,12,6,0,1
33,3,2,22,2,5,160,3,1,3,2,3,2,3,6146,0,1,13,3,1,80,1,8,2,4,7,7,0,7,0
45,1,2,9,3,5,864,4,1,3,3,3,1,1,10761,4,2,12,3,3,80,1,18,2,3,5,4,0,2,0
47,1,1,1,3,4,1438,1,1,3,1,4,4,3,3420,7,1,12,3,3,80,1,17,2,2,6,5,1,2,0
26,1,1,21,3,2,1107,1,1,3,1,2,3,1,2377,1,1,20,4,3,80,1,1,0,2,1,1,0,0,1
42,3,1,2,1,1,1334,3,1,3,4,8,3,3,17861,0,2,13,3,4,80,0,21,3,2,20,8,2,10,0
29,1,1,7,1,2,912,1,2,2,1,2,4,1,2532,6,1,14,3,3,80,3,8,5,3,4,3,0,3,0
40,3,1,9,5,1,287,4,1,2,2,5,4,3,4876,9,1,14,3,4,80,1,5,5,1,3,2,0,2,0
34,3,2,10,3,1,1774,4,1,3,2,3,3,1,4001,1,2,14,3,3,80,1,15,3,3,15,14,0,7,0
43,2,1,9,5,2,663,4,1,3,2,2,3,1,5679,3,2,13,3,2,80,1,10,3,3,8,7,4,7,0
31,1,1,12,3,2,961,4,2,3,2,5,4,3,5855,0,2,11,3,3,80,2,10,2,1,9,7,8,5,0
31,1,2,29,4,5,1784,1,2,2,2,3,4,3,5468,1,1,14,3,1,80,2,13,3,3,12,7,5,7,0
22,1,1,19,1,2,217,3,1,3,1,4,4,3,2323,1,1,24,4,1,80,2,2,6,3,2,2,2,2,0
33,1,1,14,3,2,252,4,2,3,1,4,2,3,2756,1,1,13,3,4,80,1,8,5,3,8,7,1,6,0
55,3,1,8,1,2,1278,4,1,2,4,5,2,1,13577,1,2,15,3,4,80,1,34,3,3,33,9,15,0,0
27,2,2,2,1,1,1371,4,1,1,2,3,4,2,5071,3,1,20,4,2,80,0,8,3,3,6,2,0,0,0
30,3,1,2,3,2,571,3,2,3,1,2,4,2,2564,0,1,14,3,3,80,0,12,2,2,11,7,6,7,0
33,2,1,3,4,1,5,4,2,3,1,4,3,3,2909,1,2,11,3,3,80,0,8,3,3,8,7,3,0,0
36,3,1,24,4,1,419,2,2,3,2,2,2,3,5674,7,1,15,3,3,80,1,11,3,3,9,8,0,8,0
33,1,2,10,4,5,1924,2,1,3,2,3,3,2,5487,1,1,14,3,2,80,0,10,2,2,10,4,0,9,0
28,1,1,1,3,2,1834,3,2,3,1,4,1,3,3591,1,1,25,4,3,80,1,3,3,3,3,2,1,2,0
30,1,2,1,3,1,1562,2,1,2,2,3,1,3,9714,1,1,11,3,4,80,1,10,4,3,10,8,6,7,1
29,1,2,27,3,5,283,2,2,3,3,3,4,3,7639,1,1,22,4,4,80,3,10,3,2,10,4,1,9,1
39,1,1,23,3,2,1310,3,1,3,1,4,1,2,3904,0,1,13,3,1,80,0,6,2,3,5,2,0,3,1
36,1,1,26,4,1,1682,1,1,3,2,5,3,3,5347,6,1,14,3,2,80,2,10,2,2,3,2,0,2,0
32,3,1,29,4,2,1046,4,2,3,1,2,3,2,4025,9,1,12,3,2,80,0,10,2,3,8,7,7,7,0
23,1,1,4,3,2,705,1,1,4,1,4,1,3,2819,2,1,16,3,1,80,1,5,3,4,3,2,0,2,0
29,1,2,10,3,1,749,3,1,3,1,6,3,2,2642,1,1,11,3,3,80,0,1,6,3,1,0,0,0,0
41,1,2,1,3,5,534,2,1,4,3,3,1,3,8392,1,1,16,3,3,80,1,10,2,3,10,7,0,7,0
54,1,1,7,4,2,1830,4,2,3,2,4,4,3,6854,4,1,15,3,2,80,1,14,2,2,7,1,1,7,0
35,2,1,25,4,1,881,4,2,3,1,4,2,1,2022,1,2,19,3,1,80,1,10,3,2,10,2,7,8,1
28,2,1,6,3,1,1154,3,1,2,1,4,3,1,2703,1,2,14,3,4,80,1,3,2,3,3,1,0,2,0
34,1,2,3,2,1,1779,4,2,1,2,3,4,2,6029,5,1,12,3,1,80,0,6,3,3,2,2,2,2,0
31,2,1,1,3,1,1956,4,1,1,2,4,1,3,5003,1,1,21,4,2,80,0,10,6,3,10,8,8,7,0
32,3,2,11,4,3,631,4,1,4,2,3,3,3,4707,8,1,12,3,4,80,0,6,2,3,4,2,1,2,1
40,2,1,11,3,4,1985,4,2,3,2,2,3,3,6323,1,1,11,3,1,80,1,10,2,4,10,9,9,4,0
28,1,1,2,1,1,1136,1,1,2,1,4,2,3,3201,0,1,17,3,1,80,0,6,2,1,5,3,0,4,0
22,1,1,1,2,1,872,4,1,2,2,1,4,3,4775,6,1,22,4,1,80,2,4,2,1,2,2,2,2,0
28,2,1,1,4,2,1286,4,1,3,1,2,3,2,2154,0,2,11,3,3,80,0,5,2,2,4,2,0,2,0
25,1,2,4,2,1,527,2,2,2,2,3,4,2,4487,1,2,11,3,2,80,0,5,3,3,5,4,1,3,0
35,3,1,3,3,1,704,3,1,2,1,2,3,3,1281,1,1,18,3,3,80,2,1,3,3,1,0,0,0,0
32,1,2,7,5,5,1446,4,1,3,2,3,4,3,9204,4,1,12,3,3,80,1,7,3,2,4,3,0,3,0
38,1,1,6,2,3,1782,4,2,2,1,2,3,3,3702,1,1,11,3,2,80,1,5,3,3,5,4,0,4,0
29,2,2,13,3,4,1487,1,2,3,2,3,2,2,5765,5,1,11,3,1,80,0,7,4,1,5,3,0,0,1
25,1,2,28,3,1,183,1,1,2,2,3,3,3,8639,2,1,18,3,4,80,0,6,3,3,2,2,2,2,0
29,1,1,15,2,1,15,4,2,2,2,2,3,2,4193,0,2,12,3,4,80,0,10,3,3,9,5,0,8,0
31,3,1,5,3,2,2057,2,1,3,2,1,1,2,9936,0,1,19,3,2,80,0,10,2,3,9,4,1,7,0
40,1,1,24,2,4,335,1,1,3,2,4,4,1,3319,1,1,17,3,1,80,2,9,3,3,9,8,4,7,0
54,2,1,20,4,1,450,4,2,3,2,4,3,2,4869,3,1,12,3,4,80,0,20,4,2,4,3,0,3,0
